Time (s),A-output,B-output
0.000000,0.008537,0.025000
0.005000,0.025994,0.082010
0.010000,0.069992,0.018635
0.015000,0.075558,-0.041172
0.020000,0.048715,-0.012300
0.025000,-0.019217,0.044690
0.030000,-0.038982,0.114268
0.035000,-0.038310,0.118370
0.040000,-0.027202,0.067518
0.045000,-0.039438,0.039914
0.050000,-0.088540,0.022803
0.055000,-0.092041,0.068512
0.060000,-0.122162,0.085912
0.065000,-0.146315,0.040391
0.070000,-0.137882,0.042541
0.075000,-0.158238,0.065490
0.080000,-0.180268,0.058903
0.085000,-0.187145,0.045731
0.090000,-0.194226,0.069581
0.095000,-0.201806,0.083330
0.100000,-0.189138,0.038337
0.105000,-0.197088,0.006852
0.110000,-0.206572,0.033317
0.115000,-0.183464,0.035126
0.120000,-0.144407,0.048982
0.125000,-0.082002,0.112852
0.130000,-0.018069,0.129822
0.135000,0.059032,0.095280
0.140000,0.093340,0.120572
0.145000,0.026188,0.120532
0.150000,0.001890,0.044744
0.155000,0.000427,0.054813
0.160000,-0.064258,0.102782
0.165000,-0.045188,0.101409
0.170000,-0.012768,0.085700
0.175000,-0.055929,0.058811
0.180000,-0.030911,0.056648
0.185000,0.014753,0.056722
0.190000,-0.011838,0.068198
0.195000,-0.093094,0.088151
0.200000,-0.143395,0.055359
0.205000,-0.138553,0.023442
0.210000,-0.109592,-0.031458
0.215000,-0.060206,-0.020082
0.220000,-0.071877,0.070007
0.225000,-0.104538,0.074406
0.230000,-0.125211,0.037262
0.235000,-0.098116,-0.051199
0.240000,-0.051375,-0.081722
0.245000,-0.068061,-0.019857
0.250000,-0.053366,0.005643
0.255000,-0.015844,-0.013016
0.260000,0.028832,-0.053795
0.265000,0.061657,-0.060003
0.270000,0.068149,-0.068301
0.275000,0.077638,-0.062820
0.280000,0.062857,-0.028820
0.285000,0.098689,-0.032652
0.290000,0.127166,-0.075103
0.295000,0.126184,-0.111966
0.300000,0.161257,-0.088186
0.305000,0.173126,-0.063483
0.310000,0.189559,-0.089320
0.315000,0.214014,-0.104573
0.320000,0.208715,-0.100944
0.325000,0.188494,-0.098283
0.330000,0.175185,-0.085037
0.335000,0.176131,-0.057004
0.340000,0.180811,-0.052169
0.345000,0.197767,-0.046936
0.350000,0.197531,0.009350
0.355000,0.159380,0.026864
0.360000,0.109660,-0.066351
0.365000,0.055657,-0.099937
0.370000,-0.008467,-0.020288
0.375000,-0.061327,0.009929
0.380000,-0.023868,0.034460
0.385000,0.012697,0.039674
0.390000,-0.029092,-0.043189
