Time (s),A-output,B-output
0.000000,0.002193,0.018992
0.005000,-0.000242,0.049118
0.010000,-0.018267,0.064593
0.015000,0.001039,0.059674
0.020000,0.061629,0.061524
0.025000,0.067862,0.064661
0.030000,0.042858,0.076769
0.035000,0.039109,0.078909
0.040000,0.026961,0.054699
0.045000,0.002824,0.047448
0.050000,-0.020012,0.044600
0.055000,-0.018126,0.036396
0.060000,0.003408,0.028508
0.065000,0.012447,0.020716
0.070000,0.018282,0.022878
0.075000,0.020961,0.024823
0.080000,0.004842,0.020024
0.085000,-0.015905,0.015695
0.090000,-0.030554,0.005693
0.095000,-0.045597,-0.002063
0.100000,-0.061125,0.000144
0.105000,-0.058584,-0.002531
0.110000,-0.047654,0.010426
0.115000,-0.051825,0.026836
0.120000,-0.049864,0.031128
0.125000,-0.033381,0.034973
0.130000,-0.037409,0.040614
0.135000,-0.071645,0.047275
0.140000,-0.082909,0.050213
0.145000,-0.072180,0.046542
0.150000,-0.078811,0.044392
0.155000,-0.086622,0.042255
0.160000,-0.067637,0.032731
0.165000,-0.046553,0.029053
0.170000,-0.052102,0.027869
0.175000,-0.054084,0.024327
0.180000,-0.045251,0.011776
0.185000,-0.052438,0.001945
0.190000,-0.077635,0.001220
0.195000,-0.070375,0.003026
0.200000,-0.036275,0.007633
0.205000,-0.026363,0.010666
0.210000,-0.020990,0.012974
0.215000,-0.003108,0.011424
0.220000,0.006036,0.007381
0.225000,-0.007271,0.003578
0.230000,-0.005600,0.004024
0.235000,0.007765,0.006611
0.240000,0.002243,0.015289
0.245000,-0.004263,0.014026
0.250000,0.020631,0.007251
0.255000,0.053804,0.015405
0.260000,0.049016,0.031921
0.265000,0.040492,0.039543
0.270000,0.040829,0.031011
0.275000,0.026737,0.026003
0.280000,0.007874,0.032350
0.285000,0.016102,0.033691
0.290000,0.037981,0.032834
0.295000,0.036763,0.038200
0.300000,0.024904,0.042290
0.305000,0.047109,0.036456
0.310000,0.063997,0.035606
0.315000,0.036107,0.044904
0.320000,0.011817,0.041836
0.325000,0.007057,0.025510
0.330000,0.000005,0.021800
0.335000,-0.013029,0.031892
0.340000,-0.003225,0.027645
0.345000,0.016350,0.016312
0.350000,0.016197,0.010197
0.355000,0.005556,0.009129
0.360000,0.005938,0.004873
0.365000,-0.001542,-0.002907
0.370000,-0.027349,-0.003300
0.375000,-0.055590,0.004204
0.380000,-0.068553,0.001918
0.385000,-0.059958,-0.005804
0.390000,-0.047623,-0.003286
0.395000,-0.036255,0.003191
0.400000,-0.024927,0.003944
0.405000,-0.022631,0.000560
0.410000,-0.030072,-0.002509
0.415000,-0.044285,-0.007470
0.420000,-0.064733,-0.017700
0.425000,-0.079299,-0.012468
0.430000,-0.083300,0.001906
0.435000,-0.064159,0.003674
0.440000,-0.034115,0.002800
0.445000,-0.017672,0.006585
0.450000,-0.017424,0.006578
0.455000,-0.008945,0.003699
0.460000,-0.004490,-0.006368
0.465000,-0.020251,-0.011223
0.470000,-0.038554,-0.011318
0.475000,-0.038694,-0.016582
0.480000,-0.025026,-0.017714
0.485000,-0.015750,-0.013214
0.490000,0.001222,-0.010878
0.495000,0.026584,-0.011998
0.500000,0.042925,-0.009865
0.505000,0.039967,-0.009860
0.510000,0.031545,-0.008220
0.515000,0.025626,-0.004114
0.520000,0.019980,-0.006463
0.525000,0.015033,-0.003567
0.530000,0.015768,0.000635
0.535000,0.025496,-0.005542
0.540000,0.042087,-0.005969
0.545000,0.055774,0.000664
0.550000,0.056428,-0.001122
0.555000,0.053421,-0.003980
0.560000,0.045484,0.001763
0.565000,0.031340,0.000957
0.570000,0.021286,-0.007810
0.575000,0.019816,-0.008918
0.580000,0.021807,-0.004833
0.585000,0.024195,-0.002064
0.590000,0.031084,-0.002451
0.595000,0.034451,-0.006554
0.600000,0.032485,-0.007805
0.605000,0.023731,-0.003683
0.610000,0.012161,-0.002338
0.615000,0.003859,-0.003268
0.620000,-0.007543,-0.008440
0.625000,-0.015316,-0.017654
0.630000,-0.013393,-0.017452
0.635000,-0.007413,-0.020936
0.640000,-0.004747,-0.017581
0.645000,-0.009773,-0.009279
0.650000,-0.012863,-0.009060
0.655000,-0.013794,-0.010380
0.660000,-0.026037,-0.010803
0.665000,-0.040002,-0.007525
0.670000,-0.042713,0.004145
0.675000,-0.038598,0.008755
0.680000,-0.034539,0.009134
0.685000,-0.028683,0.008942
0.690000,-0.022513,0.011308
0.695000,-0.021218,0.014686
0.700000,-0.023689,0.013384
0.705000,-0.025435,0.012565
0.710000,-0.028562,0.009372
0.715000,-0.029118,0.011144
0.720000,-0.028046,0.015789
0.725000,-0.024763,0.015196
0.730000,-0.014489,0.016380
0.735000,-0.002385,0.019140
0.740000,0.005803,0.016286
0.745000,0.010421,0.016067
0.750000,0.011831,0.020319
0.755000,0.007964,0.020923
0.760000,0.008288,0.021133
0.765000,0.014643,0.024844
0.770000,0.017385,0.025261
0.775000,0.023193,0.023030
0.780000,0.036045,0.019862
0.785000,0.044958,0.016615
0.790000,0.046034,0.007118
0.795000,0.046107,0.002242
0.800000,0.045590,0.001696
0.805000,0.038447,-0.000935
0.810000,0.032888,-0.002745
0.815000,0.034933,-0.001584
0.820000,0.036464,-0.006083
0.825000,0.037548,-0.014419
0.830000,0.042661,-0.011880
0.835000,0.044971,-0.006196
0.840000,0.039641,-0.002968
0.845000,0.036891,0.003530
0.850000,0.031137,0.014919
0.855000,0.021782,0.018535
0.860000,0.018556,0.028944
0.865000,0.016825,0.035444
0.870000,0.021780,0.036788
0.875000,0.023426,0.042339
0.880000,0.012462,0.047978
0.885000,0.006690,0.048612
0.890000,0.001911,0.045635
0.895000,-0.008833,0.045584
0.900000,-0.020763,0.037685
0.905000,-0.025831,0.025203
0.910000,-0.024936,0.020649
0.915000,-0.030103,0.027508
0.920000,-0.029277,0.030112
0.925000,-0.023941,0.024727
0.930000,-0.026368,0.021241
0.935000,-0.031513,0.015672
0.940000,-0.034635,0.022963
0.945000,-0.036739,0.028117
0.950000,-0.036966,0.009369
0.955000,-0.036463,-0.006678
0.960000,-0.040207,-0.017342
0.965000,-0.048531,-0.026729
0.970000,-0.046343,-0.038399
0.975000,-0.030654,-0.042837
0.980000,-0.013279,-0.041327
0.985000,0.008390,-0.040261
0.990000,0.038056,-0.042246
0.995000,0.050585,-0.057004
1.000000,0.051887,-0.057906
1.005000,0.062915,-0.042618
1.010000,0.058581,-0.038801
1.015000,0.047228,-0.036056
1.020000,0.052365,-0.025350
1.025000,0.066402,-0.008674
1.030000,0.075444,-0.010282
1.035000,0.089971,-0.025323
1.040000,0.110467,-0.035664
1.045000,0.112886,-0.041471
1.050000,0.105560,-0.047900
1.055000,0.106890,-0.046738
1.060000,0.101219,-0.027017
1.065000,0.091511,-0.010707
1.070000,0.092781,-0.003552
1.075000,0.089414,-0.002299
1.080000,0.084688,-0.006765
1.085000,0.096322,-0.004916
1.090000,0.112473,-0.000272
1.095000,0.102873,0.000282
1.100000,0.080280,-0.015069
1.105000,0.073195,-0.027485
1.110000,0.055222,-0.027272
1.115000,0.027913,-0.028510
1.120000,0.022284,-0.024112
1.125000,0.025490,-0.023329
1.130000,0.017362,-0.029818
1.135000,0.013262,-0.036080
1.140000,0.028566,-0.024258
1.145000,0.024084,0.001267
1.150000,0.002104,0.011411
1.155000,0.001480,0.014548
1.160000,-0.014199,0.014450
1.165000,-0.043140,0.010082
1.170000,-0.048728,0.001898
1.175000,-0.036263,-0.002051
1.180000,-0.039713,-0.006876
1.185000,-0.037060,-0.011059
1.190000,-0.014490,-0.012258
1.195000,-0.022029,-0.015494
1.200000,-0.042692,-0.018653
1.205000,-0.040902,-0.013081
1.210000,-0.038818,0.004339
1.215000,-0.060207,0.021954
1.220000,-0.071710,0.027943
1.225000,-0.043924,0.031435
1.230000,-0.031844,0.039335
1.235000,-0.032429,0.032739
1.240000,-0.011373,0.021850
1.245000,0.009012,0.023664
1.250000,-0.001944,0.025108
1.255000,-0.022001,0.013323
1.260000,-0.010405,0.001712
1.265000,-0.018051,0.004575
1.270000,-0.031893,0.000038
1.275000,-0.001208,-0.015695
1.280000,0.029870,-0.029557
