Time (s),A-output,B-output
0.000000,-0.406857,0.308472
0.005000,-0.233030,0.315863
0.010000,0.097408,0.235271
0.015000,0.303395,0.222733
0.020000,0.224129,0.212376
0.025000,0.091210,0.179826
0.030000,-0.053128,0.086132
0.035000,-0.213665,-0.029184
0.040000,-0.338647,-0.011082
0.045000,-0.405812,0.011221
0.050000,-0.195137,0.001094
0.055000,0.097979,0.040017
0.060000,0.271875,-0.018627
0.065000,0.361371,-0.019798
0.070000,0.320623,0.002802
0.075000,0.213396,-0.056062
0.080000,0.018825,-0.025746
0.085000,-0.174781,-0.019733
0.090000,-0.246795,-0.051939
0.095000,-0.178038,-0.102029
0.100000,0.005207,-0.133851
0.105000,0.153398,-0.048284
0.110000,0.275521,-0.004808
0.115000,0.371174,-0.017401
0.120000,0.303750,-0.043452
0.125000,0.125761,-0.067751
0.130000,-0.045938,-0.043028
0.135000,-0.135725,-0.069187
0.140000,-0.124626,-0.100268
0.145000,-0.067927,-0.054512
0.150000,0.060162,-0.029183
0.155000,0.229807,-0.056859
0.160000,0.346226,-0.084915
0.165000,0.342640,-0.065536
0.170000,0.232463,-0.026537
0.175000,0.106140,-0.038585
0.180000,-0.012480,-0.066098
0.185000,-0.109911,-0.045668
0.190000,-0.106989,0.000914
0.195000,0.016591,0.008742
0.200000,0.180792,-0.016643
0.205000,0.310915,-0.016227
0.210000,0.356681,-0.004547
0.215000,0.285299,-0.079082
0.220000,0.141930,-0.082756
0.225000,-0.112947,-0.063414
0.230000,-0.411751,-0.140456
0.235000,-0.442639,-0.112520
0.240000,-0.241670,-0.042143
0.245000,-0.068663,0.024665
0.250000,0.096593,0.104886
0.255000,0.261119,0.054341
0.260000,0.337067,-0.037637
0.265000,0.263524,-0.082878
0.270000,0.091162,-0.053620
0.275000,-0.062881,0.068296
0.280000,-0.196711,0.092499
0.285000,-0.211751,0.031150
0.290000,-0.091474,-0.106598
0.295000,0.095654,-0.240018
0.300000,0.261858,-0.158676
0.305000,0.320973,0.014962
0.310000,0.282931,0.162762
0.315000,0.134448,0.133178
0.320000,-0.035787,-0.018818
0.325000,-0.122994,-0.099471
0.330000,-0.192617,-0.110561
0.335000,-0.204120,-0.003316
0.340000,-0.081128,0.115469
0.345000,0.083223,0.158448
0.350000,0.207699,0.155868
0.355000,0.252800,0.076074
0.360000,0.226408,-0.006690
0.365000,0.075491,-0.021630
0.370000,-0.127196,0.016496
0.375000,-0.233838,0.128034
0.380000,-0.276113,0.146355
0.385000,-0.201618,0.054475
0.390000,-0.067098,0.024342
0.395000,0.007581,0.076453
0.400000,0.030469,0.139685
0.405000,-0.001127,0.132555
0.410000,-0.078075,0.094425
0.415000,-0.233579,0.061062
0.420000,-0.380540,0.033858
0.425000,-0.404747,0.022211
0.430000,-0.350886,0.025598
0.435000,-0.276770,0.026097
0.440000,-0.177438,0.028351
0.445000,-0.054537,0.056627
0.450000,-0.005366,0.102750
0.455000,-0.087549,0.116953
0.460000,-0.166144,0.068439
0.465000,-0.209981,0.014288
0.470000,-0.308206,-0.037872
0.475000,-0.393985,-0.024882
0.480000,-0.364164,0.044509
0.485000,-0.306782,0.103338
0.490000,-0.085873,0.074654
0.495000,0.250578,0.009570
0.500000,0.324660,0.020002
0.505000,0.242013,0.059522
0.510000,0.117164,0.062966
0.515000,-0.078878,-0.012003
0.520000,-0.261718,-0.000084
0.525000,-0.377355,0.053848
0.530000,-0.329982,-0.008135
0.535000,-0.078150,-0.012739
0.540000,0.126517,-0.010916
0.545000,0.263032,-0.007736
0.550000,0.330349,0.081040
0.555000,0.237846,0.025670
0.560000,0.081317,-0.064206
0.565000,-0.130918,-0.078580
0.570000,-0.277973,-0.073342
0.575000,-0.285271,-0.035865
0.580000,-0.147109,-0.065088
0.585000,0.055051,-0.078580
0.590000,0.191640,-0.061372
0.595000,0.295432,-0.059148
0.600000,0.323503,-0.051918
0.605000,0.223851,-0.064197
0.610000,0.035040,-0.059782
0.615000,-0.137423,-0.048051
0.620000,-0.179720,-0.098439
0.625000,-0.125644,-0.135155
0.630000,-0.017899,-0.108380
0.635000,0.142330,-0.071989
0.640000,0.287222,-0.045542
0.645000,0.354889,-0.050581
0.650000,0.308324,-0.057893
0.655000,0.182318,-0.061579
0.660000,0.056890,-0.063683
0.665000,-0.054592,-0.059674
0.670000,-0.106248,-0.041124
0.675000,-0.042030,-0.018361
0.680000,0.100616,-0.005966
0.685000,0.252091,-0.000076
0.690000,0.359034,-0.004385
0.695000,0.377241,-0.098152
0.700000,0.360131,-0.155550
0.705000,0.265748,-0.065702
0.710000,-0.027695,-0.041961
0.715000,-0.251806,-0.072873
0.720000,-0.198577,-0.105255
0.725000,-0.042919,-0.148666
0.730000,0.131688,-0.073550
0.735000,0.337340,0.018688
0.740000,0.457434,0.053940
0.745000,0.372315,0.019797
0.750000,0.153329,-0.091384
0.755000,-0.027637,-0.130045
0.760000,-0.148978,-0.078566
0.765000,-0.198855,0.059357
0.770000,-0.123347,0.153578
0.775000,0.005755,0.080306
0.780000,0.179620,-0.069396
0.785000,0.318027,-0.190817
0.790000,0.349611,-0.121304
0.795000,0.254692,0.040316
0.800000,0.058047,0.133984
0.805000,-0.072177,0.110385
0.810000,-0.165059,-0.030607
0.815000,-0.210567,-0.126983
0.820000,-0.126873,-0.135138
0.825000,0.012589,-0.065383
0.830000,0.137144,0.059724
0.835000,0.182753,0.112174
0.840000,0.190423,0.095190
0.845000,0.087378,0.062442
0.850000,-0.117347,0.047580
0.855000,-0.247221,0.185111
0.860000,-0.312190,0.287010
0.865000,-0.267978,0.206794
0.870000,-0.145102,0.110476
0.875000,-0.037706,0.061659
0.880000,0.027478,0.082134
0.885000,0.016804,0.111999
0.890000,-0.048485,0.093845
0.895000,-0.189142,0.056847
0.900000,-0.353005,0.036945
0.905000,-0.419363,0.055612
0.910000,-0.397313,0.060074
0.915000,-0.338133,0.032014
0.920000,-0.242697,0.028703
0.925000,-0.104488,0.067118
0.930000,-0.011369,0.110994
0.935000,-0.055175,0.145962
0.940000,-0.123559,0.121020
0.945000,-0.174611,0.063968
0.950000,-0.295684,0.003705
0.955000,-0.408183,-0.037855
0.960000,-0.410042,-0.011616
0.965000,-0.404176,0.090220
0.970000,-0.196415,0.127098
0.975000,0.207476,0.062213
0.980000,0.335322,0.020386
0.985000,0.224947,0.043796
0.990000,0.091760,0.092578
0.995000,-0.078440,0.046987
1.000000,-0.257844,0.048904
1.005000,-0.400682,0.103326
1.010000,-0.409226,0.015461
1.015000,-0.136984,-0.036317
1.020000,0.119573,-0.033636
1.025000,0.268393,-0.023757
1.030000,0.360890,0.068996
1.035000,0.299990,0.032147
1.040000,0.160852,-0.027523
1.045000,-0.079523,-0.018601
1.050000,-0.251099,-0.055519
1.055000,-0.255939,-0.041494
1.060000,-0.138278,-0.041678
1.065000,0.057073,-0.027934
1.070000,0.199105,-0.012121
1.075000,0.321797,-0.065582
1.080000,0.386246,-0.079643
1.085000,0.295320,-0.073009
1.090000,0.092488,-0.067685
1.095000,-0.106176,-0.067676
1.100000,-0.182610,-0.106447
1.105000,-0.159257,-0.119324
1.110000,-0.077205,-0.089346
1.115000,0.086330,-0.074286
1.120000,0.271914,-0.065014
1.125000,0.368231,-0.056252
1.130000,0.318535,-0.046949
1.135000,0.185742,-0.054430
1.140000,0.055293,-0.081502
1.145000,-0.069583,-0.094582
1.150000,-0.145327,-0.061764
1.155000,-0.092546,-0.016796
1.160000,0.068571,-0.007261
1.165000,0.247699,-0.011526
1.170000,0.366766,0.025591
1.175000,0.387468,-0.045156
1.180000,0.379036,-0.170677
1.185000,0.284944,-0.090187
1.190000,-0.013791,-0.033986
1.195000,-0.248427,-0.052995
1.200000,-0.194836,-0.079587
1.205000,-0.039273,-0.160926
1.210000,0.122022,-0.142550
1.215000,0.335645,-0.074795
1.220000,0.505519,-0.019500
1.225000,0.487057,0.027691
1.230000,0.241438,-0.027252
1.235000,-0.008404,-0.118223
1.240000,-0.152496,-0.164042
1.245000,-0.231274,-0.084545
1.250000,-0.154644,0.084285
1.255000,-0.015988,0.099694
1.260000,0.159903,-0.012749
1.265000,0.323595,-0.165046
1.270000,0.387412,-0.194956
1.275000,0.304699,-0.060610
1.280000,0.073894,0.110373
1.285000,-0.081279,0.197354
1.290000,-0.174921,0.117174
1.295000,-0.222604,-0.034871
1.300000,-0.138786,-0.151656
1.305000,0.007220,-0.095755
1.310000,0.141612,0.064275
1.315000,0.186635,0.139276
1.320000,0.178829,0.121749
1.325000,0.082426,0.072262
1.330000,-0.085733,0.023948
1.335000,-0.211389,0.060575
1.340000,-0.298201,0.087931
1.345000,-0.279943,0.045594
1.350000,-0.153708,0.045104
1.355000,-0.017835,0.046797
1.360000,0.047096,0.033016
1.365000,0.036787,0.030483
1.370000,-0.021242,0.042593
1.375000,-0.159676,0.070750
1.380000,-0.339574,0.069547
1.385000,-0.434201,0.073921
1.390000,-0.414406,0.094358
1.395000,-0.352323,0.093561
1.400000,-0.262229,0.087130
1.405000,-0.122693,0.077446
1.410000,-0.021759,0.076374
1.415000,-0.054938,0.089652
1.420000,-0.136958,0.068029
1.425000,-0.175282,0.024985
1.430000,-0.276066,-0.029567
1.435000,-0.397264,-0.044065
1.440000,-0.435600,0.089456
1.445000,-0.462887,0.268877
1.450000,-0.257612,0.267101
1.455000,0.147352,0.181107
1.460000,0.291751,0.183016
1.465000,0.179495,0.182481
1.470000,0.064447,0.150072
1.475000,-0.083621,0.060187
1.480000,-0.260623,0.026795
1.485000,-0.394804,0.080421
1.490000,-0.421188,-0.000322
1.495000,-0.168241,-0.073199
1.500000,0.085358,-0.055313
1.505000,0.246921,-0.040741
1.510000,0.372940,0.056404
1.515000,0.334271,0.065250
1.520000,0.186385,0.009583
1.525000,-0.066053,0.002097
1.530000,-0.228343,-0.058943
1.535000,-0.252490,-0.070428
1.540000,-0.166854,-0.079482
1.545000,0.028436,-0.067995
1.550000,0.182379,-0.026674
1.555000,0.303713,-0.061634
1.560000,0.354655,-0.071489
1.565000,0.272214,-0.080700
1.570000,0.105679,-0.079591
1.575000,-0.078823,-0.050499
1.580000,-0.168039,-0.066280
1.585000,-0.148989,-0.103110
1.590000,-0.069693,-0.115459
1.595000,0.080321,-0.106272
1.600000,0.245362,-0.070382
1.605000,0.344889,-0.051170
1.610000,0.320352,-0.057265
1.615000,0.203950,-0.066332
1.620000,0.072900,-0.087753
1.625000,-0.059225,-0.077980
1.630000,-0.139803,-0.045724
1.635000,-0.101418,-0.019942
1.640000,0.039795,-0.022867
1.645000,0.211201,-0.020626
1.650000,0.333026,-0.013275
1.655000,0.363873,-0.131175
1.660000,0.355353,-0.278887
1.665000,0.275801,-0.232110
1.670000,0.001056,-0.155366
1.675000,-0.230090,-0.096068
1.680000,-0.183068,-0.049822
1.685000,-0.061900,-0.141852
1.690000,0.057208,-0.188778
1.695000,0.273942,-0.140759
1.700000,0.467805,-0.068498
1.705000,0.477234,0.044843
1.710000,0.270328,0.039308
1.715000,0.025103,-0.059284
1.720000,-0.137814,-0.159352
1.725000,-0.233867,-0.180578
1.730000,-0.182501,-0.009574
1.735000,-0.076115,0.169394
1.740000,0.094254,0.217183
1.745000,0.282086,0.091709
1.750000,0.391043,-0.083313
1.755000,0.359392,-0.138637
1.760000,0.139742,-0.072427
1.765000,-0.015924,0.066634
1.770000,-0.132852,0.119585
1.775000,-0.226150,0.062743
1.780000,-0.158020,-0.030291
1.785000,0.011297,-0.105587
1.790000,0.170253,-0.066320
1.795000,0.182532,0.028669
1.800000,0.147002,0.095196
1.805000,0.096549,0.123465
1.810000,-0.044181,0.094614
1.815000,-0.191264,0.149405
1.820000,-0.296722,0.231981
1.825000,-0.305721,0.233951
1.830000,-0.189031,0.228212
1.835000,-0.052298,0.165560
1.840000,0.030035,0.101870
1.845000,0.056961,0.069799
1.850000,0.019612,0.049796
1.855000,-0.099959,0.048554
1.860000,-0.282088,0.042827
1.865000,-0.395703,0.055042
1.870000,-0.394279,0.066802
1.875000,-0.347445,0.064732
1.880000,-0.273321,0.069610
1.885000,-0.147046,0.075726
1.890000,-0.035400,0.085182
1.895000,-0.046245,0.122235
1.900000,-0.116028,0.119614
1.905000,-0.148423,0.049380
1.910000,-0.247988,-0.028304
1.915000,-0.381067,-0.052231
1.920000,-0.438982,0.058634
1.925000,-0.469598,0.229887
1.930000,-0.281754,0.240351
1.935000,0.104328,0.186349
1.940000,0.282156,0.180385
1.945000,0.192755,0.135348
1.950000,0.085292,0.104915
1.955000,-0.057442,0.074321
1.960000,-0.234118,0.021546
1.965000,-0.370705,0.051171
1.970000,-0.435965,0.028186
1.975000,-0.218954,-0.003710
1.980000,0.052887,0.044803
1.985000,0.234537,0.003907
1.990000,0.379351,0.007654
1.995000,0.352713,0.017034
2.000000,0.226290,-0.027971
2.005000,0.028867,-0.028113
2.010000,-0.148772,-0.084163
2.015000,-0.235827,-0.107070
2.020000,-0.174786,-0.083176
2.025000,0.022444,-0.057226
2.030000,0.174159,0.010984
2.035000,0.297594,-0.004833
2.040000,0.378465,-0.029989
2.045000,0.324971,-0.037786
2.050000,0.162322,-0.064183
2.055000,-0.037593,-0.065208
2.060000,-0.146010,-0.075741
2.065000,-0.141648,-0.080345
2.070000,-0.085845,-0.057788
2.075000,0.040508,-0.057651
2.080000,0.213154,-0.064335
2.085000,0.350431,-0.049892
2.090000,0.359355,-0.034897
2.095000,0.252052,-0.042770
2.100000,0.113894,-0.076014
2.105000,-0.028298,-0.091686
2.110000,-0.128278,-0.081153
2.115000,-0.120437,-0.046605
2.120000,-0.000552,-0.033914
2.125000,0.176511,-0.037202
2.130000,0.325998,-0.019246
2.135000,0.376696,-0.089760
2.140000,0.317778,-0.258583
2.145000,0.191858,-0.278757
2.150000,-0.055618,-0.253184
2.155000,-0.297531,-0.247069
2.160000,-0.268674,-0.147628
2.165000,-0.104630,-0.109531
2.170000,0.015676,-0.106483
2.175000,0.188572,-0.101019
2.180000,0.383299,-0.136210
2.185000,0.479352,-0.087294
