Time (s),A-output,B-output
0.000000,0.101817,0.022321
0.005000,0.116054,0.134883
0.010000,0.125411,0.090256
0.015000,0.131204,-0.028486
0.020000,0.105647,-0.140365
0.025000,0.076376,-0.115769
0.030000,0.042371,0.039266
0.035000,0.007528,0.132100
0.040000,-0.016320,0.068705
0.045000,-0.031353,-0.043236
0.050000,-0.034709,-0.064898
0.055000,-0.034222,-0.010182
0.060000,-0.031571,0.058352
0.065000,-0.033648,0.113322
0.070000,-0.032089,0.122884
0.075000,-0.043244,0.045350
0.080000,-0.067801,-0.016093
0.085000,-0.102990,0.017832
0.090000,-0.127278,0.068495
0.095000,-0.118392,0.094853
0.100000,-0.124522,0.119118
0.105000,-0.127043,0.107638
0.110000,-0.135922,0.080450
0.115000,-0.171308,0.054472
0.120000,-0.189095,0.046677
0.125000,-0.196305,0.098376
0.130000,-0.201923,0.097212
0.135000,-0.196002,0.063852
0.140000,-0.195094,0.077501
0.145000,-0.207504,0.088835
0.150000,-0.217257,0.048237
0.155000,-0.182724,0.017150
0.160000,-0.193008,0.019822
0.165000,-0.208092,0.006849
0.170000,-0.193915,0.043409
0.175000,-0.195485,0.172405
0.180000,-0.173238,0.265650
0.185000,-0.140410,0.172242
0.190000,-0.101349,0.099260
0.195000,-0.112050,0.105557
0.200000,-0.140535,0.063078
0.205000,-0.132431,0.065231
0.210000,-0.148466,0.061150
0.215000,-0.151742,0.036811
0.220000,-0.130741,0.038862
0.225000,-0.113125,0.047936
0.230000,-0.094416,0.083114
0.235000,-0.109797,0.095444
0.240000,-0.118295,0.055390
0.245000,-0.116847,0.033968
0.250000,-0.105425,0.060842
0.255000,-0.070846,0.065722
0.260000,-0.034073,0.025289
0.265000,0.001400,0.025214
0.270000,0.022017,-0.009097
0.275000,0.026123,-0.052403
0.280000,0.017057,-0.013582
0.285000,0.008770,0.009277
0.290000,0.010687,0.009788
0.295000,-0.001272,0.008488
0.300000,-0.006341,-0.027160
0.305000,0.005439,-0.076099
0.310000,0.011296,-0.047912
0.315000,0.021893,-0.002012
0.320000,0.040821,-0.038471
0.325000,0.069452,-0.078042
0.330000,0.088528,-0.099492
0.335000,0.109120,-0.099147
0.340000,0.137665,-0.082207
0.345000,0.160019,-0.077080
0.350000,0.192497,-0.074232
0.355000,0.203084,-0.080200
0.360000,0.201209,-0.088482
0.365000,0.206396,-0.078157
0.370000,0.189644,-0.053146
0.375000,0.178225,-0.065244
0.380000,0.182528,-0.087636
0.385000,0.186817,-0.048125
0.390000,0.198245,-0.011459
0.395000,0.206192,-0.036975
0.400000,0.213223,-0.032743
0.405000,0.199048,0.001098
0.410000,0.183057,-0.046986
0.415000,0.174677,-0.031618
0.420000,0.159036,0.066983
0.425000,0.134683,-0.010561
0.430000,0.125134,-0.103754
0.435000,0.129466,-0.054841
0.440000,0.138495,-0.039814
0.445000,0.138337,-0.039729
0.450000,0.123270,-0.084205
0.455000,0.115331,-0.158788
0.460000,0.104418,-0.144621
0.465000,0.084903,-0.064817
0.470000,0.079915,0.056923
0.475000,0.088247,0.098461
0.480000,0.097396,-0.003573
0.485000,0.108760,-0.135192
0.490000,0.115464,-0.091959
0.495000,0.104143,0.072994
0.500000,0.082490,0.117661
0.505000,0.058528,0.068730
0.510000,0.022283,-0.043183
0.515000,-0.001147,-0.129893
0.520000,-0.023819,-0.079453
0.525000,-0.037458,0.046136
0.530000,-0.035827,0.130811
0.535000,-0.020658,0.107174
0.540000,-0.012168,0.045741
0.545000,-0.025793,0.024179
0.550000,-0.034677,0.034851
0.555000,-0.055602,0.077613
0.560000,-0.075799,0.114488
0.565000,-0.102600,0.082501
0.570000,-0.108843,0.027819
0.575000,-0.107848,-0.005021
0.580000,-0.124766,0.024467
0.585000,-0.127291,0.099788
0.590000,-0.157592,0.120833
0.595000,-0.181845,0.114297
0.600000,-0.181455,0.123171
0.605000,-0.186430,0.098486
0.610000,-0.186038,0.077929
0.615000,-0.189133,0.096191
0.620000,-0.196571,0.082797
0.625000,-0.206533,0.017594
0.630000,-0.199279,0.006726
0.635000,-0.169782,0.049458
0.640000,-0.192599,0.021585
0.645000,-0.198233,-0.023497
0.650000,-0.181459,-0.047242
0.655000,-0.178988,0.005764
0.660000,-0.144463,0.095731
0.665000,-0.103383,0.098071
0.670000,-0.089952,0.126528
0.675000,-0.123098,0.100184
0.680000,-0.134268,0.055016
0.685000,-0.137904,0.072810
0.690000,-0.155482,0.075522
0.695000,-0.147983,0.095879
0.700000,-0.128936,0.055514
0.705000,-0.106338,-0.019413
0.710000,-0.105847,-0.031391
0.715000,-0.121293,-0.005046
0.720000,-0.116270,0.039580
0.725000,-0.109569,0.049101
0.730000,-0.092448,0.056281
0.735000,-0.054222,0.029428
0.740000,-0.023159,-0.007447
0.745000,0.001380,0.006462
0.750000,0.014664,0.009090
0.755000,0.016405,0.030682
0.760000,0.009659,0.003664
0.765000,0.003069,-0.067756
0.770000,-0.000498,-0.101315
0.775000,-0.015736,-0.058780
0.780000,-0.013236,-0.009031
0.785000,-0.004747,-0.010746
0.790000,0.001445,0.006882
0.795000,0.018597,-0.025765
0.800000,0.041668,-0.078712
0.805000,0.073425,-0.053623
0.810000,0.096193,-0.014365
0.815000,0.125309,-0.018660
0.820000,0.149400,-0.053920
0.825000,0.170266,-0.066973
0.830000,0.194534,-0.052144
0.835000,0.196233,-0.047450
0.840000,0.194222,-0.061335
0.845000,0.192483,-0.070730
0.850000,0.178765,-0.074084
0.855000,0.171940,-0.071261
0.860000,0.177012,-0.045635
0.865000,0.187001,-0.021924
0.870000,0.196387,-0.037687
0.875000,0.200405,-0.044684
0.880000,0.207055,-0.025779
0.885000,0.214770,-0.135140
0.890000,0.198825,-0.345341
0.895000,0.190006,-0.322284
0.900000,0.176298,-0.173787
0.905000,0.155497,-0.149330
0.910000,0.147777,-0.072465
0.915000,0.144076,-0.053296
0.920000,0.146317,-0.146192
0.925000,0.134513,-0.157635
0.930000,0.134148,-0.097266
0.935000,0.131359,0.011574
0.940000,0.103334,0.043994
0.945000,0.083454,-0.073312
0.950000,0.089601,-0.179929
0.955000,0.107068,-0.152808
0.960000,0.118115,-0.002591
0.965000,0.124651,0.110805
0.970000,0.127466,0.075728
0.975000,0.106362,-0.039332
0.980000,0.082462,-0.117542
0.985000,0.047975,-0.079999
0.990000,0.009980,0.037606
0.995000,-0.010716,0.088714
1.000000,-0.024483,0.052007
1.005000,-0.030780,-0.029526
1.010000,-0.028936,-0.113149
1.015000,-0.022008,-0.068651
1.020000,-0.024410,0.039251
1.025000,-0.037397,0.068627
1.030000,-0.049522,0.071679
1.035000,-0.068444,0.075152
1.040000,-0.094533,0.043137
1.045000,-0.114177,0.028189
1.050000,-0.116043,0.062264
1.055000,-0.128561,0.123231
1.060000,-0.137257,0.138890
1.065000,-0.140221,0.123528
1.070000,-0.170228,0.114489
1.075000,-0.184769,0.099978
1.080000,-0.189687,0.094660
1.085000,-0.186170,0.097145
1.090000,-0.183234,0.119725
1.095000,-0.190176,0.117743
1.100000,-0.200595,0.079344
1.105000,-0.216727,0.055072
1.110000,-0.183409,0.052237
1.115000,-0.176879,0.035751
1.120000,-0.199969,0.020058
1.125000,-0.189404,0.042622
1.130000,-0.185718,0.126793
1.135000,-0.172569,0.205812
1.140000,-0.142444,0.128920
1.145000,-0.100289,0.056119
1.150000,-0.096451,0.069241
1.155000,-0.129963,0.078110
1.160000,-0.134349,0.125857
1.165000,-0.150139,0.095874
1.170000,-0.158157,0.041259
1.175000,-0.141315,0.056781
1.180000,-0.122933,0.055338
1.185000,-0.099551,0.084791
1.190000,-0.107486,0.109161
1.195000,-0.120895,0.088066
1.200000,-0.118387,0.039689
1.205000,-0.110546,-0.007044
1.210000,-0.083634,0.022585
1.215000,-0.043731,0.051314
1.220000,-0.008198,0.053449
1.225000,0.014665,0.033860
1.230000,0.022504,-0.008027
1.235000,0.016021,-0.021277
1.240000,0.006997,-0.033112
1.245000,0.008485,0.002329
1.250000,0.001561,0.022037
1.255000,-0.005894,-0.008151
1.260000,0.001916,-0.041797
1.265000,0.008139,-0.058711
1.270000,0.018793,-0.024153
1.275000,0.036066,0.001554
1.280000,0.065478,0.010273
1.285000,0.091605,-0.011808
1.290000,0.109438,-0.067863
1.295000,0.135726,-0.091566
1.300000,0.152859,-0.075806
1.305000,0.179060,-0.072643
1.310000,0.194641,-0.093888
1.315000,0.194751,-0.092053
1.320000,0.199124,-0.088335
1.325000,0.198246,-0.099639
1.330000,0.181894,-0.093420
1.335000,0.174774,-0.070858
1.340000,0.186144,-0.065643
1.345000,0.192679,-0.056404
1.350000,0.196922,-0.020910
1.355000,0.201192,0.000202
1.360000,0.210503,-0.022077
1.365000,0.215729,-0.093029
1.370000,0.198784,-0.085654
1.375000,0.180172,0.006247
1.380000,0.155015,-0.010529
1.385000,0.139553,-0.088313
1.390000,0.135631,-0.098667
1.395000,0.140763,-0.080392
1.400000,0.142188,0.002847
1.405000,0.129440,0.038669
1.410000,0.127222,-0.029139
1.415000,0.113530,-0.088702
1.420000,0.092335,-0.102837
1.425000,0.085975,-0.029079
